,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/TT41.BPM.412345,Group,1,,
/AwakeEventData/TT41.BPM.412347,Group,1,,
/AwakeEventData/TT41.BPM.412343,Group,1,,
/AwakeEventData/TT41.BPM.412349,Group,1,,
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition,Group,1,,
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchOut,Dataset,1,(),bool
/AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,Dataset,785,"(785,)",float64
/AwakeEventData/TT43.BPM.430129/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,Dataset,2,"(2,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,Dataset,2,"(2,)",int32
/AwakeEventData/PMOTOR16/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,Dataset,2000,"(2000,)",float64
/AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition,Group,1,,
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage,Group,21,,
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/leftTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/XUCL-SPECTRO/ImageAcq,Dataset,1,(),|S92
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/bpmNames,Dataset,32,"(32,)",|S15
/AwakeEventInfo/timestamp,Dataset,1,(),int64
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset,Dataset,1,"(1,)",int16
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,Dataset,344064,"(344064,)",int32
/AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,Dataset,1,"(1,)",float64
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPosSelected,Dataset,14,"(14,)",float32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageRawData,Dataset,1920000,"(1200, 1600)",int16
/AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,Dataset,1,"(1,)",|S2
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/imageRawData,Dataset,2304000,"(1200, 1920)",int16
/AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/planeSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/planeSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,Dataset,100,"(100,)",|S1
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07,Group,2,,
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,Dataset,1,"(1,)",|S42
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBV.430104,Group,1,,
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraZoom,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigmaSelected,Dataset,14,"(14,)",int32
/AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/Plunger.412401/StartCounterSt,Group,1,,
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,Dataset,1,"(1,)",|S2
/AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges,Dataset,4480,"(4, 1120)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/nbDataSets,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/pixelCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/awake.XAWAVS_UE_TT_AVG,Group,1,,
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,Dataset,100,"(100,)",|S16
/AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/observables,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,Dataset,1,(),bool
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/acqCounter,Dataset,1,"(1,)",int32
/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/acqMsg,Dataset,1,"(1,)",|S2
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,Dataset,5000,"(5000,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings,Group,4,,
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition,Group,1,,
/AwakeEventData/VTUAwake3FT0/NormalModeAcq,Group,1,,
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition,Group,11,,
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430028/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412343/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/Plunger.412422,Group,2,,
/AwakeEventData/TT41.BTV.412353/Acquisition/mire,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/descSet2,Dataset,1,"(1,)",|S19
/AwakeEventData/RPADA.BB4.RQNI.412432/MEAS.I,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,Group,3,,
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350.STREAK,Group,1,,
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchIn,Dataset,1,(),bool
/AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition,Group,9,,
/AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BPM.412345/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,Group,3,,
/AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjection,Dataset,1280,"(1280,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BTV.TT41.412354_FILTER/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/EMETER05/Acq/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/RPADA.BB4.RQNI.412432/REF.I,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjection,Dataset,1920,"(1920,)",float64
/AwakeEventData/TT41.BTV.412426/Image/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/imageRawData,Dataset,2304000,"(1200, 1920)",int16
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,Dataset,1,"(1,)",|S29
/AwakeEventData/TT41.BTV.412353/Image/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/EMETER02/Acq/outOfRange,Dataset,1,(),bool
/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412353/Image/screenSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO,Group,5,,
/AwakeEventData/EMETER04/Acq/value,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412426/Image,Group,64,,
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/RPSKN.TSG4.SNJ.430001,Group,1,,
/AwakeEventData/SR.SCOPE29.CH01/Acquisition,Group,11,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412426/Acquisition/saturationThreshold,Dataset,1,"(1,)",int16
/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/acqCounter,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,Group,4,,
/AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BTV.TT41.412354_FILTER,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/PMOTOR14/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.41435/Acquisition/calMarkerData,Dataset,1120,"(1120,)",int16
/AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt/value,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/LSSP2,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBV.430130,Group,1,,
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/secondLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/firstLamp,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPosSelected,Dataset,14,"(14,)",float32
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,Dataset,1,"(1,)",int16
/AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition,Group,1,,
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,Dataset,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/screenSelect,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,Group,3,,
/AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH03/Acquisition,Group,11,,
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,Dataset,1,(),|S166
/AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID2,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID1,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/EMETER03/Acq/outOfRange,Dataset,1,(),bool
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,Dataset,100,"(100,)",|S16
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/height,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,Dataset,4000,"(1, 4000)",int16
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,Dataset,1,"(1,)",|S2
/AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigma,Dataset,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/horPos,Dataset,14,"(14,)",float32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
/AwakeEventData/BLMITT41/Acquisition/calLosses,Dataset,40,"(40,)",float32
/AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,Dataset,1,"(1,)",|S5
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/mire,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/RPPEF.BB4.RBIH.412435/REF.I,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/descSet2,Dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412426/Image/descSet1,Dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition,Group,11,,
/AwakeEventData/TT43.BPM.430028/Acquisition,Group,9,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData,Dataset,1120,"(1120,)",int16
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition,Group,1,,
/AwakeEventData/MPP-TSG41-MIRROR1-V,Group,1,,
/AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BLMITT41/Acquisition/observables,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition,Group,11,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/position,Dataset,1,(),|S128
/AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges,Dataset,4480,"(4, 1120)",float32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,Dataset,100,"(100,)",|S16
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax,Dataset,1,"(1,)",float32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
